"Label (Grouping)","United States","Alameda County, California","Alpine County, California","Amador County, California","Butte County, California","Calaveras County, California","Colusa County, California","Contra Costa County, California","Del Norte County, California","El Dorado County, California","Fresno County, California","Glenn County, California","Humboldt County, California","Imperial County, California","Inyo County, California","Kern County, California","Kings County, California","Lake County, California","Lassen County, California","Los Angeles County, California","Madera County, California","Marin County, California","Mariposa County, California","Mendocino County, California","Merced County, California","Modoc County, California","Mono County, California","Monterey County, California","Napa County, California","Nevada County, California","Orange County, California","Placer County, California","Plumas County, California","Riverside County, California","Sacramento County, California","San Benito County, California","San Bernardino County, California","San Diego County, California","San Francisco County, California","San Joaquin County, California","San Luis Obispo County, California","San Mateo County, California","Santa Barbara County, California","Santa Clara County, California","Santa Cruz County, California","Shasta County, California","Sierra County, California","Siskiyou County, California","Solano County, California","Sonoma County, California","Stanislaus County, California","Sutter County, California","Tehama County, California","Trinity County, California","Tulare County, California","Tuolumne County, California","Ventura County, California","Yolo County, California","Yuba County, California"
"Upper value quartile","185,000","422,300","231,100","208,900","170,100","215,100","146,400","426,900","169,700","269,600","148,400","132,800","180,700","133,000","224,200","129,000","130,800","175,400","147,300","328,400","157,200","750,600","178,100","243,400","147,800","92,500","344,400","414,400","381,100","282,200","380,400","292,300","193,400","200,200","192,100","374,800","177,400","328,100","583,500","195,600","320,800","705,700","481,000","664,100","503,100","160,800","166,000","150,200","237,800","373,600","161,500","152,400","143,400","154,300","135,900","200,900","347,500","245,200","123,600"
