"Label (Grouping)","United States","Alameda County, California","Alpine County, California","Amador County, California","Butte County, California","Calaveras County, California","Colusa County, California","Contra Costa County, California","Del Norte County, California","El Dorado County, California","Fresno County, California","Glenn County, California","Humboldt County, California","Imperial County, California","Inyo County, California","Kern County, California","Kings County, California","Lake County, California","Lassen County, California","Los Angeles County, California","Madera County, California","Marin County, California","Mariposa County, California","Mendocino County, California","Merced County, California","Modoc County, California","Mono County, California","Monterey County, California","Napa County, California","Nevada County, California","Orange County, California","Placer County, California","Plumas County, California","Riverside County, California","Sacramento County, California","San Benito County, California","San Bernardino County, California","San Diego County, California","San Francisco County, California","San Joaquin County, California","San Luis Obispo County, California","San Mateo County, California","Santa Barbara County, California","Santa Clara County, California","Santa Cruz County, California","Shasta County, California","Sierra County, California","Siskiyou County, California","Solano County, California","Sonoma County, California","Stanislaus County, California","Sutter County, California","Tehama County, California","Trinity County, California","Tulare County, California","Tuolumne County, California","Ventura County, California","Yolo County, California","Yuba County, California"
"Lower value quartile","78,100","217,300","148,600","123,000","94,600","122,200","87,100","184,300","84,100","148,600","80,400","80,600","100,600","82,000","115,700","73,700","76,500","89,100","81,400","155,400","87,200","380,100","112,100","129,100","88,000","50,400","162,700","178,300","187,800","156,800","199,900","162,000","98,700","104,300","109,400","225,300","94,800","168,900","295,300","103,200","169,800","347,500","157,600","332,200","271,500","92,800","83,700","74,300","142,500","209,400","98,900","95,500","79,600","83,600","79,500","118,100","193,500","129,400","75,300"
