"Label (Grouping)","United States","Alameda County, California","Alpine County, California","Amador County, California","Butte County, California","Calaveras County, California","Colusa County, California","Contra Costa County, California","Del Norte County, California","El Dorado County, California","Fresno County, California","Glenn County, California","Humboldt County, California","Imperial County, California","Inyo County, California","Kern County, California","Kings County, California","Lake County, California","Lassen County, California","Los Angeles County, California","Madera County, California","Marin County, California","Mariposa County, California","Mendocino County, California","Merced County, California","Modoc County, California","Mono County, California","Monterey County, California","Napa County, California","Nevada County, California","Orange County, California","Placer County, California","Plumas County, California","Riverside County, California","Sacramento County, California","San Benito County, California","San Bernardino County, California","San Diego County, California","San Francisco County, California","San Joaquin County, California","San Luis Obispo County, California","San Mateo County, California","Santa Barbara County, California","Santa Clara County, California","Santa Cruz County, California","Shasta County, California","Sierra County, California","Siskiyou County, California","Solano County, California","Sonoma County, California","Stanislaus County, California","Sutter County, California","Tehama County, California","Trinity County, California","Tulare County, California","Tuolumne County, California","Ventura County, California","Yolo County, California","Yuba County, California"
"Median value","119,600","303,100","184,200","153,600","129,800","156,900","107,500","267,800","121,100","194,400","104,900","94,900","133,500","100,000","161,300","93,300","97,600","122,600","106,700","209,300","118,800","514,600","141,900","170,200","111,100","69,100","236,300","265,800","251,300","205,700","270,000","213,900","137,900","146,500","144,200","284,000","131,500","227,200","396,400","142,400","230,000","469,200","293,000","446,400","377,500","120,800","128,600","100,300","178,300","273,200","125,300","120,700","103,000","112,000","97,800","149,800","248,700","169,800","89,700"
